,time_id,road_id,segment,flow,speed,var_flow_8,var_speed_8,var_space_flow_8,var_space_speed_8,diff_flow_8,diff_speed_8,diff_kalman_flow,diff_kalman_speed,result_flow,is_crash
28,1,2,205,59,78,73.2,9,110.9888889,5.555555556,-14,3.75,-9.544583,1.64983805,0,0
29,1,1,115,140,47,69.8,20.3,728.4952381,154.1238095,3,9.25,1.4637188,-0.87242576,0,0
30,1,1,108,176,37,759.5,42.3,1823.780952,70.26666667,33.75,5.5,19.7850567,0.67509593,0,0
31,0,3,233,55,66,130.3,3.8,116.6777778,16.71111111,-23,3.25,-13.77046772,1.71392794,0,1
32,1,1,109,109,14,77,2.5,563.0952381,86.4952381,8.75,2.5,2.3353776,0.0038647,0,0
33,1,4,109,223,30,200.3,30.7,457.7809524,287.6666667,21.75,-1.5,8.3988675,1.09389655,0,0
34,0,3,228,63,74,58.7,9.7,368.0952381,144.2571429,-6.5,-4,-5.49837941,-0.38798118,0,0
35,1,3,229,103,44,50.3,6.3,936.8285714,292.6380952,-15.5,2,-8.1136766,-0.08627627,0,0
36,1,4,110,130,74,815.8,20.7,1105.171429,371.4,-28.25,5.25,-1.6005855,0.14217927,0,0
37,1,4,110,177,50,653.7,84.7,958.2857143,485.1142857,34.75,-19,9.7561208,0.75094452,0,1
38,0,6,104,9,77,17.7,0,7.571428571,95.23809524,-8.5,0,-127.3573763,0,0,0
39,0,4,109,183,70,278.3,9.5,699.7142857,10.20952381,25.75,-2.5,7.289693,0.00729384,0,0
40,0,1,113,52,90,191.8,0,290.5428571,58.0952381,-23,0,-14.89728179,0,0,0
41,1,4,106,231,29,129.8,2.8,1548.638095,82.25714286,15.75,2,4.7895845,0.06541482,0,0
42,0,2,108,115,72,32,139,830.8285714,683.3142857,-11.25,6.25,-3.7660665,-0.06798036,0,1
43,1,4,133,163,34,186.8,49.7,912.6952381,510.1238095,-0.75,8.5,1.9911058,0.01596087,0,1
44,1,2,103,78,10,262.3,2.3,748.5428571,45.31428571,-5.75,-0.5,-1.58092507,0.071312228,0,0
45,1,4,112,114,76,108.8,1.5,389.9238095,1053.495238,-3,0,-3.3586967,0.22906767,0,0
46,1,4,111,166,8,75.7,12.8,353.9809524,913.1142857,19,-4.5,5.976001,0.407740754,0,1
47,0,2,108,79,81,35.7,0,363.4095238,19.28571429,0.25,0,-1.18957574,0,0,0
48,0,5,202,61,21,78.3,244.3,256.7809524,365.4095238,-10.75,-22,-34.08851906,-0.69329708,0,1
49,1,3,101,84,38,131.8,26.8,202.6222222,65.6,11.75,-10.75,8.81413485,-1.62003941,0,0
50,1,4,112,122,73,86.8,1.5,397.9238095,1108.266667,2,-2.5,0.3542148,-1.22214913,0,0
51,1,4,236,162,71,337.2,2.7,1029.838095,36.23809524,23.5,-2.75,96.00811654,-0.70807823,0,0
52,0,2,109,176,68,436.7,215.8,2071.980952,246.0666667,-19,24.25,-6.4824592,1.06414833,0,0
53,1,4,202,39,75,29.3,8,119.3444444,8.677777778,0.75,-5,-0.08764174,-2.87305034,0,0
54,1,4,108,133,77,197.2,5.2,439.2571429,734.4952381,-26.5,0.25,-10.4712114,0.04553337,0,0
55,0,4,223,243,68,505.2,19.7,843.552381,33.71428571,20.25,1,237.2267655,-0.29876552,0,0
56,1,2,107,146,49,333.3,161.8,2150.314286,247.2666667,-1.75,8,-0.3729049,-0.09598545,0,1
57,1,1,104,133,24,58.5,5.8,3067.978022,41.03296703,-10,3,-4.8955009,-0.26861227,0,1
58,1,1,106,98,19,3186.3,84.8,6110.666667,410.1714286,-74.5,-14.25,-9.8093032,0.03513724,-50.59535335,1
59,1,3,228,78,80,99.5,13.2,399.8285714,183.6952381,-1.25,1,-1.54659158,0.56981759,0,0
60,1,1,106,86,13,1134.2,43,2224.780952,346.6666667,-44,-8.75,-7.92197214,0.04056697,-52.40689262,0
61,1,2,113,115,34,63.2,6,536.2571429,213.7428571,-15.25,3.75,-5.9073198,0.07487907,0,1
62,1,1,216,162,65,109.8,26.8,2544.828571,17.26666667,20.75,-0.5,11.733737,2.08614766,0,0
63,1,4,110,66,80,45.3,1.5,2316.352381,665.4,4.25,-1.25,1.4533688,0.11761656,0,0
64,0,2,105,140,67,212.2,18.8,1376.209524,10.82857143,-20.25,8.25,-8.3825849,-0.56608151,0,0
65,1,1,107,201,26,1001.3,17.2,1887.12381,60.06666667,5.75,4.75,8.8489525,-2.067889,0,0
66,1,4,110,172,65,95.5,4.8,755.2666667,241.6,-7.5,-0.75,-1.099097,0.23347583,0,0
67,0,4,238,52,82,86.7,2.2,67.40952381,2.952380952,10.25,-2.75,-29.66825522,-1.97409802,0,0
68,1,4,108,116,10,285.2,41.8,1638.838095,50.17142857,-14,-6.75,-3.3419904,0.203783688,0,0
69,1,2,112,201,34,92.7,9.7,890.6952381,119.9809524,1.5,-2.25,0.4681196,-2.43560663,0,0
70,0,1,215,20,82,30.8,0,19.78095238,77.85714286,7,0,4.05361553,0,0,0
71,1,3,112,138,51,191.3,9.5,191.3,9.5,25.75,-3.75,16.8782146,-1.3775211,0,0
72,1,4,134,108,77,83,6.5,881.4571429,682.6,3.75,2.5,-1.3831001,2.4597546,0,0
73,1,2,108,169,22,173.3,3.8,1706.095238,20.23809524,-0.75,3,-0.229954,-0.44040391,0,0
74,1,3,110,105,61,80.8,33.3,573.2666667,12.35238095,-15.5,0.75,-8.8976386,0.22995992,0,0
75,1,4,134,98,77,155.8,4.3,487.6857143,420.0666667,-11.75,2,-7.7818343,2.05438336,0,0
76,1,3,105,120,60,588.2,269.5,788.9809524,253.552381,-20.25,31.25,-13.8538393,-3.87383147,0,1
77,1,3,229,127,43,15.8,9.2,1000.92381,25.74285714,6.75,-3.5,4.1508371,-0.67055201,0,0
78,1,3,223,120,39,9.7,2.7,392.7111111,4.222222222,-3.5,-1.5,-2.9461971,-0.24672614,0,0
79,1,4,133,188,18,413.8,9.7,919,714.6857143,43.25,-4,23.4374374,0.10685623,0,1
80,1,4,111,229,53,479,31.2,996.4095238,58.55238095,26.25,-8.5,4.5093887,0.17854817,0,0
81,1,4,109,207,58,60.3,4.7,508.9238095,28,-8,-1.5,-5.3066312,-0.06512291,0,0
82,0,3,129,3,75,0.3,0,8.380952381,0.714285714,-0.5,0,0.009948635,0,0,0
83,1,4,112,190,62,1648.8,28.7,787.2380952,965.4095238,44.5,-6,15.5593212,-3.63862086,0,0
84,1,4,133,146,31,139.2,29.3,732.9238095,469.6952381,-13.5,1.75,-8.3705059,0.1051041,0,1
85,1,4,133,201,29,889.5,17.2,1287.028571,515.4095238,22.5,5.25,4.211205,-0.2131624,0,1
86,1,4,111,139,6,138.3,4,653.2666667,895.552381,-15.5,-2.5,-4.66931,0.556112954,-108.1723483,1
87,1,4,111,234,36,28.3,0.5,534.9714286,320.9809524,-3.25,-1.25,-0.0042287,0.5267479,0,0
88,1,4,108,142,4,1653.5,0.3,1234.314286,16.25714286,90,0.5,38.927564,1.70E-05,0,0
89,1,4,132,97,24,371.2,279.7,690.8380952,490.7809524,-12.25,-22.25,-3.109829,0.19607154,0,0
90,1,3,233,119,64,136.7,6.3,468.2666667,6.044444444,21.5,-4.5,15.1641576,-2.791051,0,0
91,1,1,216,147,58,101.7,35.2,2361.780952,18.6,2.25,-7.75,1.6673138,-3.98806316,0,0
92,0,2,109,183,60,1809.5,113.5,2348.638095,209.6380952,-36.25,22.5,-6.4659742,1.81094401,0,0
93,1,4,133,148,25,953.2,82.5,1021.638095,568.7428571,-0.25,-6.25,0.3556976,-0.09832104,0,1
94,1,6,110,172,59,874,524.3,874,524.3,23.75,27,131.9523401,1.11455193,0,1
95,1,3,228,83,80,26.8,1.8,483.6666667,208.2095238,9.5,-0.75,6.89953855,-0.19147033,0,0
96,0,3,234,56,62,28.7,19.7,79.25714286,14.74285714,-4.75,3.5,-4.87274924,1.52205025,0,0
97,1,4,119,199,46,1105.8,278.5,1014.209524,517.352381,18,21.25,5.7719839,0.10595118,0,1
98,1,4,109,199,64,867.5,7.5,774.5238095,21.20952381,15,0,8.5663321,0.07858019,0,0
99,1,3,214,145,62,20.8,6.2,602.8285714,349.9809524,0.75,-2.25,-2.5054471,-1.1868977,0,0
100,0,2,211,123,67,144.3,3.7,338.0666667,24.80952381,1.75,-1,-0.4117256,0.17447781,0,0
101,1,1,102,111,13,745.5,14.8,4076.209524,15.78095238,-12.5,-0.5,-12.6407195,-0.4208438,-107.9322973,0
102,0,4,109,32,79,98.7,5.3,90.42857143,2.095238095,-6.5,-0.5,-5.33368175,-0.57690999,0,0
103,0,3,127,31,77,36.2,2.2,85.98095238,6.885714286,12.25,2.25,7.60343739,2.21890301,0,0
104,1,4,109,69,7,90.3,5,96.20952381,1323.12381,-3,-3.75,0.56626835,0.22960687,0,1
105,0,6,204,7,75,6.7,0,19.92380952,35,-2.25,0,-126.5036814,0,0,0
106,0,3,116,27,77,728.8,19.3,719.2095238,314.3142857,-28.25,3.25,-17.8951591,3.60314533,0,0
107,1,4,118,151,26,446.5,11.7,769.2666667,127.8380952,-2.5,6,-8.0167983,1.16432243,-46.55909782,0
108,1,4,133,200,43,619.3,86.3,1927.714286,99.63809524,4.25,-18,3.2451371,0.72550101,0,0
109,0,1,210,10,77,9.7,0,215.5666667,6.944444444,-3.5,0,-2.32107204,0,0,0
110,1,1,108,126,66,782.2,23.2,1787.095238,471.1714286,-14.75,5.25,2.098317,-0.08153588,0,0
111,1,4,104,106,68,173.5,6.7,268.8857143,19.20952381,-20,-3.5,-8.8240691,0.56667218,0,0
112,1,2,208,90,76,115.3,4.7,1173.885714,377.9238095,-9.5,1.5,-5.47318975,-3.61373105,0,0
113,1,4,108,49,3,23.5,2.3,258.4285714,5.971428571,-2.5,-2,-1.84079708,0.00172631,0,0
114,0,3,114,34,6,967.5,444.2,793.7888889,283.1222222,-30,-22.75,-14.21877205,0.892215753,-80.57304162,0
115,1,3,215,88,25,139.3,38.7,1519.209524,336.7809524,-14.5,-9.75,-8.69764734,-0.13501573,0,1
116,1,3,106,62,54,551.5,104.8,1782.92381,65.95238095,-50,21.75,-13.45261067,-0.53313131,0,1
117,1,2,117,151,28,144.5,48,1668.780952,306.9238095,-25,-11.25,-15.8739608,-5.69924464,-85.60600289,0
118,1,4,111,223,55,384.7,16.8,1002.838095,50.23809524,29,-8,6.4183434,1.32224701,0,0
119,1,4,109,67,9,98.3,3.7,124.1142857,1300.638095,-8,-1.5,-0.63516566,0.21631262,0,1
120,1,2,111,84,61,1239.5,19.3,2241.552381,49.17142857,-75,9.25,-44.4692621,1.76954306,-61.23636092,0
121,1,3,229,118,41,9.5,1.2,665.8095238,316.7809524,1.25,-0.25,0.4555372,0.09231054,0,0
122,1,1,113,165,14,700.3,4.5,1787.552381,392.0952381,-29.5,0,-18.3425241,0.17632475,-216.1797483,1
123,0,3,229,8,70,29.2,0,24.52380952,120.952381,-9,0,-5.21504083,0,0,0
124,1,4,110,169,56,292.3,75,886.9238095,373.6,10.75,-3.75,1.5754345,-0.096205,0,1
125,0,3,115,52,74,179.7,45.3,158.2571429,32.40952381,-17.25,6.75,0,0,0,0
126,1,2,216,181,16,46.7,0.7,2465.742857,129.2666667,2.25,-1,0.8542313,0.01450281,0,0
127,1,1,216,144,64,128.3,42.2,2471.666667,15.92380952,2,0.25,-1.7737418,-1.66957096,0,0
128,1,4,127,206,55,569.5,16.7,1942.780952,721.0285714,37.5,-8.5,20.2854019,-1.90595639,0,0
129,1,4,230,183,67,250.2,3.8,684.6380952,19.40952381,-27.75,3.25,177.4997568,0.26475704,0,0
130,0,3,107,34,66,23.7,0,103.1238095,25.95238095,-0.25,0,-1.68939223,0,0,0
131,1,4,132,158,76,260.3,2.2,618.8857143,361.0952381,25.5,-0.25,15.7152633,0.22385615,0,0
132,1,2,107,173,12,17,0.8,2766.638095,5.980952381,0,-0.75,0.7697201,0.09591655,0,0
133,1,4,134,88,76,271.3,4,1118.52381,527.0952381,-1.75,-1.25,2.65387703,-0.5926457,0,0
134,1,4,133,200,35,15.3,15.2,1518.885714,500.6952381,-8,7.25,-3.9343242,-0.20065822,0,0
135,0,2,218,67,19,2290.7,64.3,3753.171429,82.17142857,-67.75,-10.75,-22.28977479,-0.00472527,-78.60078479,1
136,0,4,133,96,71,474.8,1.7,697.8095238,22.02857143,-24.5,2.25,-16.7245255,-0.21782767,0,0
137,0,3,228,73,16,127.7,10.2,762.9714286,265.4095238,-0.25,-5.25,-1.20601835,-0.6370941,0,0
138,1,4,126,188,68,482.7,1.7,640.2095238,60.54285714,-18.5,0.25,-19.2904029,0.15009151,-53.33229037,0
139,1,4,110,137,13,193.8,0.7,699.2666667,45.55238095,18.25,-0.25,9.5964354,0.00647727,0,0
140,0,3,208,122,16,68.5,1.3,1246.638095,706.9809524,-16.25,0.75,-10.8907104,0.02651618,-83.0416668,0
141,1,1,115,152,56,38.7,2.5,485.6380952,76.74285714,-8.5,0,-3.4003118,-0.16772868,0,0
142,0,3,116,29,80,691.7,17.8,803.3142857,257.2666667,-39,8.25,-24.37941534,6.62587222,0,0
143,1,4,222,168,75,297.7,3.7,698.4952381,6.857142857,34.75,-1,-65.4705137,0.16154058,0,0
144,1,1,112,95,12,523.7,30.3,1615.238095,14.0952381,-16.5,-5.75,-6.6699815,-0.43378588,-52.80402021,0
145,1,4,132,139,34,259,309.8,597.9238095,580.2380952,-3.75,-28.25,1.3143445,0.56283349,0,0
146,1,3,105,115,63,532.5,234.7,834.4952381,495.2571429,-22.5,14.75,-6.7354312,-0.90204241,0,1
147,1,4,108,146,39,214.8,258.8,1483.980952,638.6380952,-8.25,-35.5,-3.1553604,3.11958106,0,0
148,0,3,234,64,63,86.8,12.7,143.4095238,4.838095238,0.5,1,-2.28735563,0.8857816,0,0
149,0,4,111,26,78,13.7,0.3,24.17142857,3.352380952,3.5,-0.5,1.15212615,-0.18820555,0,0
150,1,4,134,84,80,166.3,4.7,1159.209524,237.9809524,-17,2.75,-4.88711143,1.42178986,0,0
151,1,4,132,102,31,29.2,116.5,658.4285714,462.9714286,3.5,-5,0.5067543,-0.76755867,0,0
152,1,3,228,50,52,265.7,192.7,447.6952381,190.352381,-34.75,29,-25.73722071,2.26856741,0,0
153,1,4,204,150,76,132.3,0.7,2079.552381,7.6,19.5,0.25,10.1440736,-0.30606784,0,0
154,1,4,110,141,71,56.3,4.7,462.0952381,791.3809524,13,-4,3.2850849,0.10426668,0,0
155,1,1,113,238,20,167.2,73.7,1924.742857,252.3809524,-22.25,-7.75,-13.2197161,-1.59324607,-157.3146216,0
156,1,4,223,150,71,376.3,3.7,634.2857143,11.78095238,-17,2.25,-23.1328422,0.71375079,0,0
157,1,5,107,78,76,61.5,5.3,144.4,7.971428571,5,0.5,15.03145957,-0.21328145,0,0
158,1,4,111,155,7,90.3,6.8,742.4,904.2380952,0.75,-3,3.1412516,-0.110955398,0,1
159,1,1,116,199,49,49.5,1.2,974,134.552381,-1.25,1,0.6168893,-0.01756284,0,0
160,1,4,111,219,52,122.2,3.3,718.2380952,50.98095238,-2.75,2,-3.9827592,-0.07791688,0,0
161,0,1,107,238,28,861.3,62.2,2236.409524,505.7809524,26.75,7.75,-0.9163486,0.89636138,0,0
162,1,3,228,49,43,29,74.8,1155.780952,261.3142857,-3.75,5.75,-5.34358466,0.02458875,0,1
163,1,1,101,71,63,176.5,27.7,4049.877778,197.3444444,-2.5,5.25,-3.80663993,0.00382865,0,0
164,1,3,229,117,45,9.7,4,807.5238095,78.45714286,-4.75,-2.5,-2.2662604,-1.44939151,0,0
165,1,2,211,125,18,277.5,3.5,394.1142857,8.028571429,-11.25,-3.75,-4.292248,-0.44185795,0,0
166,1,3,228,45,80,308.5,1040.7,1011.209524,493.4952381,-20,44,-8.49669951,0.98400979,0,1
167,1,4,110,108,12,24.8,2.3,2042,374.6952381,-10.75,-0.5,-3.8375935,-3.07E-05,0,0
168,0,4,111,13,78,8.5,0,8.495238095,10.23809524,2.5,0,0.7104622,0,0,0
169,0,4,133,163,20,1089.7,198.7,2015.666667,437.4095238,-43.5,-19,-15.404783,0.06907601,-125.5489815,0
170,0,2,116,15,73,17.5,0,130.552381,37.38095238,1.25,0,0.65017691,0,0,0
171,1,4,119,190,47,1233.2,189.2,1071.695238,488.8095238,19,27.25,-0.0102438,2.87140026,0,1
172,1,4,108,53,5,224.7,2.8,260.0952381,5.742857143,-13.5,0.75,-1.84375525,0.23812445,0,0
173,1,4,133,130,27,488.2,22.7,490.0666667,387.9714286,-42.25,-9.75,-20.6082377,0.31251691,-99.22484819,1
174,0,2,102,204,77,365.2,13.3,1170.209524,120.4571429,-26,4.5,-16.3511259,2.55687543,0,0
175,1,3,114,105,24,47.8,95.7,102.3222222,91.56666667,5.75,-7.25,4.1443566,2.03489022,0,0
176,1,3,215,125,68,230.3,13.7,1318.266667,31.66666667,9.5,-3.5,4.1339088,-0.0258244,0,0
177,1,3,215,116,74,21.5,2.8,812.2666667,10.31428571,1.25,3.25,0.8826335,0.22255675,0,0
178,1,4,108,89,4,311.3,23.2,2398.066667,29.80952381,26.75,-4.75,12.48947497,0.200028019,0,0
179,1,4,110,61,81,23.3,1.5,1326.695238,876.9238095,0.5,0,-0.88738645,-0.11729642,0,0
180,1,3,215,83,23,17,3.7,1203.495238,477.2095238,-6.25,-2.25,-6.00413993,-0.00040113,0,1
181,1,4,112,116,69,59.2,3.8,389.2666667,1070.066667,-6.5,-3,-4.6947969,-1.56897452,0,0
182,1,3,114,110,50,105.7,21.7,143.5111111,85.34444444,12.25,-7.75,5.8982074,4.786934,0,0
183,1,4,110,124,12,192.2,60.8,1792.380952,132.1238095,4,-5.75,5.3825748,0.00091461,0,0
184,1,4,238,114,80,78.5,3.7,81.26666667,3.980952381,17.5,-2.75,48.99174934,-2.50253514,0,0
185,1,4,109,147,15,47.3,0.5,228.0666667,944.5238095,-3,0,0.1973152,0.03740623,0,1
186,1,2,115,60,71,245.3,12.5,1911.352381,280.6380952,-30.5,7.5,-19.80276396,5.17283781,0,0
187,0,4,228,36,77,128,3.8,177.5714286,2.695238095,15,-0.75,-94.5527179,0,0,0
188,1,2,108,155,17,210.5,2.5,1510.495238,62,-1.25,1.25,-4.5498023,0.07833624,0,0
189,1,6,107,214,60,426.2,11.3,1252.352381,25.14285714,4.75,-1.75,61.6699915,-1.77027699,0,0
190,0,2,210,18,70,7.8,0,37.54285714,13.57142857,-3,0,-2.71356179,0,0,0
191,1,4,109,64,5,84.7,2.8,69.25714286,1363.828571,0.25,-1.75,2.69028176,0.003776314,0,1
192,0,2,102,144,79,756.8,1.2,665.4952381,65.98095238,53,-1.5,30.8784299,-0.6827702,0,0
193,0,4,109,107,74,156.5,0.8,283.4571429,3.266666667,1.25,0.75,-1.6903851,-0.00489485,0,0
194,1,4,109,141,15,45.7,0.7,219.1714286,930.352381,-11.5,-0.25,-5.524426,-0.29058808,-51.9296044,1
195,0,3,215,150,69,219.5,3.8,1587.266667,208.552381,-7.5,-0.75,2.6094739,-0.11382151,0,0
196,1,3,233,88,61,50.3,2,301.6555556,2.544444444,-14.25,-2.5,-10.05509575,-1.48213731,0,0
197,1,2,110,184,50,758.3,32.7,2653.516484,146.4010989,-57,2.75,-15.0113596,0.16143247,-55.24180333,1
198,1,4,133,160,33,67.7,6.5,701.0666667,455.9809524,7.25,1.25,2.9434709,-0.11151749,0,1
199,1,4,134,100,77,199.3,9.2,693.552381,516.8380952,-17,2.75,-4.8642329,1.73011575,0,0
200,0,2,118,76,78,387.8,2.7,1410.695238,137.352381,-9.25,3.5,-4.26837532,0.51225208,0,0
201,1,2,113,76,11,222.3,2.8,1641.952381,183.552381,-27,-3.25,-8.95199792,-0.03711478,-61.85016745,0
202,0,3,234,51,61,15.8,6.2,167.2095238,14.20952381,-7,-2.75,-5.79885834,-0.07474095,0,0
203,1,3,123,106,66,9.8,5.3,227.6952381,89.12380952,3,0.5,0.6222545,0.80041342,0,0
204,1,2,114,131,53,324.2,61.7,1376.428571,478.6952381,-39.75,16,-20.1756301,4.95228751,-49.86806685,1
205,1,4,110,164,64,42.7,35.8,565.4952381,301.5428571,-3.5,8.25,-1.5417621,-0.43779734,0,1
206,1,3,104,67,9,270,8.3,1855.257143,76.98095238,-27.5,-4.5,-14.0228849,-0.017898565,-104.3925876,0
207,1,1,102,129,13,286.5,9.5,4020.638095,13.11428571,-7.5,-1.25,-0.0143175,0.40035724,0,0
208,0,3,114,47,3,73.3,1.5,94.27777778,285.7888889,17,-1.25,8.39651386,-0.00966573,0,0
209,1,4,109,71,6,83.8,8.2,105.9238095,1325.685714,0.75,-4,1.06474206,0.227895555,0,1
210,1,1,216,144,65,154.8,3.3,1110.980952,8.40952381,8.25,-2,5.8089186,-0.63935525,0,0
211,1,1,204,158,23,473.2,23.5,1010.838095,42.35238095,21,-1.25,12.5731637,-2.22342268,0,0
212,1,4,133,198,28,207.7,11.3,1181.12381,485.552381,12.25,5.5,1.7641486,-0.0888295,0,0
213,1,4,127,156,63,79.7,10.8,3206.352381,552.352381,14,-4.5,3.403049,-0.60562319,0,0
214,0,4,119,59,76,14.3,1.8,58.28571429,6.4,-6.75,-0.75,-3.98296343,-0.2140454,0,0
215,0,4,133,170,71,600.2,3.2,884.2666667,18.42857143,16,0.25,3.1637875,-0.22314111,0,0
216,0,2,113,128,73,67.7,45,575.8095238,127.6952381,1.5,11.25,2.1768711,0.07765771,0,0
217,0,5,108,27,78,10.3,1.7,11.55238095,11.26666667,5.5,1.5,-49.99120689,0.11466071,0,0
218,0,3,228,13,89,19.3,15.3,24.54285714,57.6,0.75,3.25,-0.09383577,-0.12208547,0,0
219,1,2,110,188,16,121.8,1.5,1967.257143,533.6952381,16.75,2.5,4.5709045,-0.05247013,0,0
220,1,4,132,97,27,341.5,334.7,787.4952381,515.0666667,-15,-31,-5.4627649,1.90632766,0,0
221,1,4,133,135,19,41.8,6.5,761.2095238,709.352381,-13,-3.75,-7.1750564,-0.01711391,-50.98066389,1
222,0,2,102,22,80,-1,-1,-1,-1,-1,-1,7.98127239,0,0,0
223,1,4,110,119,76,971.8,8.3,1317.266667,1181.266667,35.75,-4.5,3.9820679,0.09205264,0,0
224,0,4,202,11,78,4.7,0.7,13,1.527777778,2.25,0.25,2.156892296,-0.66299806,0,0
225,1,4,110,101,14,217.5,2.2,515,43.06666667,-27.5,0.25,-8.4600461,-0.1169377,-61.03318972,0
226,1,4,205,86,74,224.2,5,699.0952381,15.98095238,-19.75,1.25,-10.0849434,0.92036658,0,0
227,0,4,133,126,67,107.3,2.7,783.6380952,27.92380952,15.5,-2.25,8.5621558,0.10563835,0,0
228,1,4,109,208,47,107.2,10.2,692.6380952,85.06666667,-19.75,-2.25,-7.233937,-0.2826189,0,0
229,0,1,213,60,77,230.8,0.7,642.1238095,47.92380952,-9.5,0.25,-7.50605571,1.2449302,0,0
230,1,2,101,75,28,596.3,39.3,768.2666667,35.78888889,-17,-4.5,-6.08153244,-1.37723989,0,0
231,1,2,108,218,64,54.5,5,496.2666667,11.20952381,6.25,-1.25,1.7371738,0.34802286,0,0
232,1,3,229,108,51,57.3,17.3,928.5428571,314.1142857,-6.75,8,-2.4308122,3.48920007,0,0
233,1,2,110,146,9,1787.7,297.3,2656.455556,530.8888889,-31.5,-18,-0.7751784,-0.003812193,0,1
234,1,4,119,222,65,474.2,5.2,410.2380952,18.35238095,22.25,-4,16.2414388,-0.69675272,0,0
235,1,4,110,120,12,518.3,450.3,1656.4,489.1142857,-24.5,-25.75,-2.604634,0.18080236,0,0
236,0,5,106,8,73,8.8,6.3,35.35238095,13.02857143,0.75,-4.25,-52.01169316,-0.63836287,0,0
237,1,2,108,148,72,523.5,1.3,2095.457143,10.25714286,-27.5,-0.5,-7.6386846,-0.10982052,0,0
238,0,2,219,109,57,660.2,171,951.2095238,409.2857143,-15.25,6.25,-8.0229041,-0.41178288,0,0
239,1,2,114,201,38,83.7,10.8,1263.742857,186.3809524,19,3,10.9151096,0.69354671,0,0
240,1,3,104,74,10,121.8,8.7,1880.838095,207.5428571,-9.25,-2.25,-4.7976416,-0.00097806,0,0
241,1,2,113,105,81,1248.2,28.3,1144.638095,160.9809524,40.25,-3.25,23.60058564,-0.07620455,0,0
242,1,4,133,180,23,185.2,1.3,1117.495238,626.8285714,-1.5,0.5,-2.4116566,-0.10565076,0,1
243,0,2,108,127,74,863.5,548.3,2114.12381,382.6666667,-25,31.75,-3.2219743,0.80880912,0,1
244,1,4,109,130,27,274.7,11.3,678.552381,603.2571429,-15.25,-0.5,-4.4235445,-0.54542747,0,1
